ingredient1,ingredient2,recipe_id,partition
chicken,cooked_ham,12921b1ff3,test
apricot,dried_cherry,129aa733f6,train
fat,chicken,12af070a31,train
milk,amaretto,12b4acdb18,train
amaretto,vanilla,12b4acdb18,train
vegetable_broth,chicken_broth,12b5176719,train
margarine,vegetable_broth,12b5176719,train
butter,margarine,12b5176719,train
greek_yogurt,sour_cream,12b751145b,val
vanilla,nut,12c5b70340,train
marshmallow,vanilla,12c5b70340,train
nut,marshmallow,12c5b70340,train
olive_oil,vinegar,12d9b396f3,val
prune,dried_cranberry,12e010c04e,train
raisin,prune,12e010c04e,train
sugar_substitute,sugar,12e23f6a5b,test
asparagus,green_bean,12e54ee1d6,train
fresh_dill,asparagus,12e54ee1d6,train
thyme,fresh_dill,12e54ee1d6,train
frozen_baby_lima_bean,thyme,12e54ee1d6,train
pea,frozen_baby_lima_bean,12e54ee1d6,train
edamame,pea,12e54ee1d6,train
baby_carrot,edamame,12e54ee1d6,train
lemon,lime,12e999f044,train
tuna,cannellini_bean,12fa20d668,train
seed_oil,squash,13006c27d9,test
olive_oil,seed_oil,13006c27d9,test
brie_cheese,white_cheddar_cheese,1302312a5f,train
beef_broth,chicken,13029c4bf0,train
water,beef_broth,13029c4bf0,train
broth,water,13029c4bf0,train
boiling_water,egg_yolk,130f940958,test
lime_juice,orange_juice,1310461100,train
beet,egg,13177603ce,train
cabbage,vegetable,13181e5655,train
rice,water,13186c97e7,train
greek_yogurt,sour_cream,132aa6c6f4,train
dried_apricot,date,132bc6f8b6,val
nut,dried_apricot,132bc6f8b6,val
chocolate_chip,nut,132bc6f8b6,val
chocolate_cooky,flour,132bc6f8b6,val
lemon_juice,vinegar,132dcfa617,train
brown_sugar,sweet_pickle_juice,1339b37396,train
water,brown_sugar,1339b37396,train
vinegar,water,1339b37396,train
pancake,cornmeal,13439f3de4,val
cornmeal,chickpea_flour,13439f3de4,val
rum,mango,1348e36007,test
triple_sec,rum,1348e36007,test
cranberry,pot_roast,134b22a569,train
tenderloin,cranberry,134b22a569,train
sugar,cream_cheese_frosting,135463b6ea,train
frosting,sugar,135463b6ea,train
pepper,chutney,1365c52096,train
jelly,pepper,1365c52096,train
canned_pineapple,jelly,1365c52096,train
lime_juice,liqueur,136763b190,train
sugar,bread,136797ff03,val
agave_nectar,sugar,136797ff03,val
honey,agave_nectar,136797ff03,val
spinach,arugula,1368489a8b,test
warm_water,milk,1369e00205,train
milk,heavy_cream,13706d3bbd,train
parsley,mixed_fresh_herb,1382ad191d,train
chicken_stock,turkey,1386386d42,train
water,white_wine,13900d7d21,train
stock,water,13900d7d21,train
thyme,stock,13900d7d21,train
tarragon,thyme,13900d7d21,train
oregano,tarragon,13900d7d21,train
tomato,canned_whole_tomato,139036c196,train
oat,grain,1391f141d8,train
barley,oat,1391f141d8,train
oil,barley,1391f141d8,train
tahini,oil,1391f141d8,train
vegetable,glaze,13960b0d9a,train
butter,vegetable,13960b0d9a,train
tofu,shrimp,1398325319,train
chicken,tofu,1398325319,train
chicken,lemon,13a7facbde,train
lemon,orange,13a7facbde,train
shallot,scallion,13aa6486dd,train
grapefruit_juice,ice,13ab53a32f,train
orange_juice,grapefruit_juice,13ab53a32f,train
pork,chicken,13b1a89947,test
salmon,pork,13b1a89947,test
mustard,bacon,13bfb06027,train
puff_pastry,mustard,13bfb06027,train
parsley,cilantro,13c28ead47,train
pepper,cheddar_cheese,13c540cc0f,train
chili,bean,13ca884bb6,val
milk,broth,13d2fec250,train
butter,milk,13d2fec250,train
chili,green_onion,13d54bb4d4,train
wheat,flour_tortilla,13d54bb4d4,train
egg,ice_cream_cone,13d6861255,train
egg_white,egg,13d6861255,train
butter,honey,13d6861255,train
egg,fat,13e3f550a0,train
olive_oil,egg,13e3f550a0,train
ground_beef,ground_turkey,13e6b57841,train
dried_cranberry,sugar,13e7f0b4b9,train
chicken,fat,13ea737eac,train
butter,chicken,13ea737eac,train
chicken,butter,13ea737eac,train
celery,fennel,13f8d2b8ac,test
salt,fish_sauce,13fab4ea20,train
lime_juice,salt,13fab4ea20,train
water,fat,13fbc3f451,test
oil,water,13fbc3f451,test
chili_powder,seasoning,13fcee6802,val
water,stock,13fe0c990d,train
bouillon_cube,water,13fe0c990d,train
dried_tart_cherry,dried_cranberry,1401d5d812,train
dried_cranberry,dried_blueberry,1401d5d812,train
heavy_whipping_cream,half_and_half,14034883a6,val
pudding,heavy_whipping_cream,14034883a6,val
bread,whey,1406995aca,train
chip,chocolate,141c1675f6,test
pecan,walnut,14218356aa,test
walnut,dried_cranberry,14218356aa,test
meat,bay_leaf,143841383e,train
bay_leaf,chili_powder,143841383e,train
black_bean,meat,143a1366f0,train
corn,black_bean,143a1366f0,train
meat,boneless_chicken_breast,143abeeea3,train
buttermilk,chicken,143abeeea3,train
egg,buttermilk,143abeeea3,train
stick,egg,143abeeea3,train
carrot,fennel_bulb,1444ad5cba,train
plum_sauce,sugar,14475eb5ee,train
worcestershire_sauce,plum_sauce,14475eb5ee,train
orange,tangerine,145383ca21,train
egg,cake,1454964820,train
water,egg,1454964820,train
lemon,lime_juice,1459f9d4c4,train
avocado,corn_on_the_cob,1459f9d4c4,train
nutella,peanut_butter,14712b8b6e,val
wheat_flour,plain_gelatin,147853c61a,train
muffin,paper,1487f87fbc,train
stick,muffin,1487f87fbc,train
white_wine,chicken_stock,1489fbd7d7,test
crisco,oil,149239a2da,val
seed,meal,1496449863,train
creole_seasoning,spice,1496e2717d,train
garlic_powder,creole_seasoning,1496e2717d,train
raisin,dried_cranberry,149740b5a1,test
currant,raisin,149740b5a1,test
leek,onion,14987d3893,train
chicken_broth,water,149ba86dee,test
dashi_stock,seasoning,14a7e6af23,train
water,dashi_stock,14a7e6af23,train
meat,turkey,14a956879c,train
egg,milk,14aee17636,test
pecan,egg,14aee17636,test
egg,cornstarch,14b3719bd1,train
cornstarch,banana,14b3719bd1,train
instant_coffee,milo,14ba65512e,train
cocoa,instant_coffee,14ba65512e,train
chicken,chicken_breast,14c941ffb9,train
broth,pumpkin,14d33b9aed,val
lemon_juice,milk,14d45e2c4e,train
milk,lemon_juice,14d45e2c4e,train
vegetable_oil,muffin,14d70f643b,test
butter,vegetable_oil,14d70f643b,test
blueberry,raspberry,14e59cea8b,train
whole_clove,spice,14e86e93a0,train
hen,fryer,14f05af740,train
asparagus,ham_slice,14f617fd4f,train
corn_flake,asparagus,14f617fd4f,train
grape,kiwi_fruit,150078ae43,train
orange,lemon,150e378f58,train
almond,orange,150e378f58,train
chicken,fish,1511210bc2,val
sour_cream,greek_yogurt,151202c8b5,train
buttermilk,sour_cream,15125a53cd,train
ham,bacon,1517648694,train
alcohol,lemon,15211ee22a,train
lemon,liqueur,15211ee22a,train
liqueur,juice,15211ee22a,train
pineapple,orange_juice,1522d4c869,train
muffin,flour,1526127f90,val
cream,milk,152a39a7dc,train
cake,coffee,1531a5082c,test
coffee,frosting,1531a5082c,test
frosting,water,1531a5082c,test
peanut,almond,1531a5082c,test
honey,maple_syrup,1531f730b1,train
sage,mascarpone,153279dadb,train
shrimp,pork,1536b63255,train
spinach,shrimp,1536b63255,train
fennel_pollen,ground_fennel,1537e7fe32,train
buffalo,rabbit,153a189dfd,val
brown_sugar,protein_powder,153a9f3ecb,test
sugar,brown_sugar,153a9f3ecb,test
stevia,sugar,153a9f3ecb,test
liquid,lemon_juice,153e1b5e2f,val
brown_sugar,muffin,1540bf11ee,train
muffin,brown_sugar,1540bf11ee,train
batter,muffin,1540bf11ee,train
grenadine,sloe_gin,154641ac4d,val
potato,bread,155d323623,train
cake,fruit,15667e8d26,train
beef,onion,1569c86233,train
onion,flour,1569c86233,train
frosting,whipped_cream,156cd471ca,train
applesauce,canola_oil,156d8b3521,val
canola_oil,butter,156d8b3521,val
butter,whole_wheat_flour,156d8b3521,val
whole_wheat_flour,flour,156d8b3521,val
rum,orange_juice,1585a71e4d,test
seafood,chicken,15927448c3,train
olive_oil,lemon_juice,159c87eba2,train
crisco,lard,15a2800604,train
squash,pickle,15a3659095,train
eggplant,squash,15a3659095,train
zucchini,eggplant,15a3659095,train
yogurt,milk,15b7ff5abd,train
water,yogurt,15b7ff5abd,train
seafood,rice,15b8d819e8,train
water,seafood,15b8d819e8,train
chicken,turkey_meat,15bf9ff8fc,train
pecan,almond,15bffc9e69,val
pine_nut,pecan,15bffc9e69,val
parmesan_cheese,pine_nut,15bffc9e69,val
fresh_cranberry,raspberry_vinegar,15c0a528b9,train
lime_juice,lime,15c1be39e1,train
meat,pasta,15c3d7eff2,train
apple,pear,15d34352da,val
rotel,salsa,15d4e8febc,val
chili,rotel,15d4e8febc,val
mushroom,broccoli_floret,15da286441,train
beef,lamb,15dce4adfe,train
mushroom,cream_soup,15e2c02d4f,train
chicken,mushroom,15e2c02d4f,train
white_sauce,chicken,15e2c02d4f,train
sunflower_seed,pumpkin_seed,15e4dc6f61,train
nut,sunflower_seed,15e4dc6f61,train
hemp_seed,nut,15e4dc6f61,train
cranberry,crystallized_ginger,15e4dc6f61,train
beef,ham,15e92d418c,test
chicken,beef,15e92d418c,test
vegetable_stock,chicken,15e92d418c,test
blue_cheese,cheddar_cheese,15ee870622,test
spelt,wheat,15ef19b0cf,val
berry,spelt,15ef19b0cf,val
water,fresh_water,15f3b993c8,train
egg,chia_seed,15f3b993c8,train
maple_syrup,pancake,15f3d67cfe,train
stick,butter,15ff70be52,train
brazil_nut,walnut,160582865b,test
almond,brazil_nut,160582865b,test
raspberry,peach,160cf1989a,val
fresh_fruit,raspberry,160cf1989a,val
bread,english_muffin,1610348e1e,train
olive_oil,butter,16110e20db,test
peanut_brittle,nut,162a4ad4f2,train
butter,vegetable_oil,1630da7aff,train
pistachio,peanut,1630da7aff,train
walnut,pistachio,1630da7aff,train
almond,walnut,1630da7aff,train
stevia,hazelnut,1633c16f61,train
vanilla,stevia,1633c16f61,train
peppermint,cocoa,1633c16f61,train
nutella,peanut_butter,16383e8299,train
nut,nutella,16383e8299,train
cooky,nut,16383e8299,train
nut,walnut,1646a06323,train
vegetable_soup_mix,extra_virgin_olive_oil,164f051009,train
onion,vegetable_soup_mix,164f051009,train
dill,onion,164f051009,train
pepper,dill,164f051009,train
berry,fresh_raspberry,1650b37c71,train
apple,fresh_fruit,1651802b0b,train
pear,apple,1651802b0b,train
peach,pear,1651802b0b,train
honey,cake_mix,1659a7a95b,train
parchment_paper,roll,165e810e7c,test
wrap,parchment_paper,165e810e7c,test
aluminum_foil,wrap,165e810e7c,test
liqueur,icing,165fcf5d6b,train
icing,water,165fcf5d6b,train
almond,cracker,1661215229,test
pecan,almond,1661215229,test
rosemary,poultry_seasoning,16624afa65,val
sage,rosemary,16624afa65,val
marjoram,sage,16624afa65,val
kefir,vanilla,166ba905f4,train
vanilla_yogurt,kefir,166ba905f4,train
rice_flour,cornbread,16713e476f,train
fruit,cream,1686008f76,train
spice,fruit,1686008f76,train
sour_cream,spice,1686008f76,train
ice_cream,sour_cream,1686008f76,train
juice,fruit,1694547905,train
water,juice,1694547905,train
roll,chocolate,169e233016,test
roast,broiler,16b2658af9,train
chile,roast,16b2658af9,train
raisin,date,16d1f1773a,train
nut,coconut,16d2b2d160,train
crepe,spinach,16d815b17f,val
savory,crepe,16d815b17f,val
turmeric,curry_powder,16e02c29b9,test
potato_salad,celery,16e53c12e6,train
yogurt,potato_salad,16e53c12e6,train
cherry,cranberry,16e6ead955,train
onion,pepper,16ebc0b5f1,train
meat,onion,16ebc0b5f1,train
vegetable_broth,meat,16ebc0b5f1,train
water,vegetable_broth,16ebc0b5f1,train
egg_white,oil,16fa3f8bb8,train
egg,egg_white,16fa3f8bb8,train
yellow_squash,broccoli,16fdc782e8,train
cilantro,green_onion,1704e6e145,train
strawberry,vanilla_ice_cream,1709a3f8ba,train
coriander,fresh_cilantro_leaf,170bfb9b2f,test
cooked_chicken,coriander,170bfb9b2f,test
cake,pear,170ffa5bb2,train
brown_sugar,cake,170ffa5bb2,train
sugar,brown_sugar,170ffa5bb2,train
almond,pecan,170ffa5bb2,train
water,chicken_broth,171fa16945,train
rice,tomato,1727cc6def,train
tartar_sauce,white_sauce,1728656a16,train
blackberry,blueberry,172ee8b347,val
vinegar,fresh_lemon_juice,17472b01a2,train
colby,cream_cheese,174946d954,train
mayonnaise,oil,1749bb5c3c,train
water,milk,1749bb5c3c,train
espresso,water,1749bb5c3c,train
brownie,chocolate_chip,174c144284,train
butterscotch_chip,brownie,174c144284,train
chocolate_chip,butterscotch_chip,174c144284,train
water,soup,1762533f2b,train
kale,spinach,176f95ca42,val
butter,chocolate,176feb030d,val
bread,apple,1778becfba,train
chicken,ground_beef,177b9b1b69,train
turkey,chicken,177b9b1b69,train
cream,cream_of_celery_soup,177b9b1b69,train
chicken,cream,177b9b1b69,train
cocoa_powder,corn,1784939f6f,train
prosciutto,ham,1791f88bf9,train
dark_brown_sugar,brown_sugar,1792bb22a4,train
manchego_cheese,gruyere,1795b1ebc5,test
potato_salad,salad_dressing,17995c1eb3,train
egg,potato_salad,17995c1eb3,train
flour,unsweetened_cocoa_powder,179ff8812b,train
honey,caramel_syrup,17a26b92a2,train
meat,canned_tuna,17a26b92a2,train
canned_tomato,fresh_tomato,17a26b92a2,train
whipped_topping,canned_mandarin_orange,17a86ab56f,train
macadamia_nut,cashew,17a96c02af,train
mixed_nut,macadamia_nut,17a96c02af,train
pork,water,17ada7fc94,test
tomato,parmesan_cheese,17bb2faaa8,train
garlic,ginger,17c2d28262,val
seasoning,garlic,17c2d28262,val
canned_tomato,tomato,17d3309580,train
almond,dried_cranberry,17db5829fa,train
ham,italian_sausage,17dc8d09fe,train
mozzarella_cheese,ham,17dc8d09fe,train
lemon,orange,17dd42e2b1,train
lime,lemon,17dd42e2b1,train
vinegar,lemon_juice,17e3ccbb95,train
honey,vinegar,17e3ccbb95,train
beef,sausage,17e96bcd28,val
beef_steak,pork_loin,17ec1c1557,train
cabbage,beef_steak,17ec1c1557,train
pepper,cabbage,17ec1c1557,train
half_and_half,milk,17fd676b30,train
savory,sugar,18153ee567,train
sugar,vanilla_extract,18153ee567,train
poppy_seed,sugar,182086db91,train
habanero,smoked_paprika,1822fa81c5,test
salt,habanero,1822fa81c5,test
black_pepper,salt,1822fa81c5,test
mayonnaise,fat,182ab92535,train
cottage_cheese,mayonnaise,182ab92535,train
shortening,vegetable_oil,182ff8a803,train
tapenade,olive,1830d0b1bc,train
olive,tapenade,1830d0b1bc,train
coconut,cranberry,1830ef7fb1,train
raisin,coconut,1830ef7fb1,train
cod,fillet,18358a4363,train
icing_sugar,gluten,18374e8618,train
glaze,powdered_sugar,18395052e2,train
mace,ground_clove,183e057de1,val
nutmeg,mace,183e057de1,val
sugar,cinnamon_sugar,1857053080,train
steak,gravy,185e392934,train
gravy,onion_ring,185e392934,train
champagne,sparkling_wine,185ee0338d,train
raisin_bread,panettone,186563bf6d,test
broth,milk,186c19e456,val
garlic_clove,tomato_juice,186d8ce3ea,train
garlic_salt,garlic_clove,186d8ce3ea,train
garlic,garlic_salt,186d8ce3ea,train
gluten_free_flour,gluten_free_baking_mix,18715dd0f0,train
chocolate,flaked_coconut,1872062ecb,test
cooky,chocolate,1872062ecb,test
nut,cooky,1872062ecb,test
natural_bran,cereal,187ae456f3,test
herring_fillet,salt,187ecccee4,train
meat,crab,187f99663a,train
chicken,meat,187f99663a,train
chicken,pesto_sauce,1886b555a8,val
vegetable_broth,chicken,1886b555a8,val
grapefruit,oil,18954ef345,val
marinara_sauce,mayonnaise,1895941b05,test
chocolate,nut,189894d733,train
nut,dried_fruit,189894d733,train
shrimp,ham,189932fead,test
chocolate_chip,butterscotch_chip,18a0098d5b,train
egg,applesauce,18a770880e,train
broth,soup,18a8ff927f,train
water,broth,18a8ff927f,train
tomato,water,18a8ff927f,train
nut,pumpkin,18aa7d4b2a,train
bread,nut,18aa7d4b2a,train
cheese,cranberry,18aa7d4b2a,train
bread,cheese,18aa7d4b2a,train
chocolate,wax_paper,18ac501c66,train
lemonade,orange_juice,18ac5a9b91,train
orange_sherbet,lemonade,18ac5a9b91,train
vanilla_ice_cream,orange_sherbet,18ac5a9b91,train
chicken_broth,vegetable,18ae91fd6a,train
water,chicken_broth,18ae91fd6a,train
corn,smoked_salmon,18b3545ba0,train
cake,corn,18b3545ba0,train
batter,cake,18b3545ba0,train
chocolate_chip,nut,18b6149abc,test
raisin,chocolate_chip,18b6149abc,test
paprika,spice,18bb20c332,train
coriander,paprika,18bb20c332,train
cinnamon,coriander,18bb20c332,train
paprika,anise_seed,18bb20c332,train
orange,lemon,18bb20c332,train
lemon,orange,18bb20c332,train
paprika,lemon,18bb20c332,train
fresh_water,bagel,18bb32cddd,train
pecan,nut,18bc89847c,train
peanut,pecan,18bc89847c,train
cashew,peanut,18bc89847c,train
macadamia_nut,cashew,18bc89847c,train
beef_stew,tomato,18c63142d3,train
frozen_mixed_vegetable,beef_stew,18c63142d3,train
green_bean,frozen_mixed_vegetable,18c63142d3,train
walnut,nut,18d066fdba,train
granulated_sugar,light_brown_sugar,18d066fdba,train
candied_orange_peel,orange,18d066fdba,train
orange_extract,walnut,18d066fdba,train
vanilla_extract,orange_extract,18d066fdba,train
candied_lemon_peel,lemon,18d066fdba,train
lemon_extract,walnut,18d066fdba,train
vanilla_extract,lemon_extract,18d066fdba,train
crystallized_ginger,ginger,18d066fdba,train
walnut,crystallized_ginger,18d066fdba,train
ground_ginger,walnut,18d066fdba,train
vanilla_extract,ground_ginger,18d066fdba,train
tarragon,fresh_herb,18d1b9d2d6,train
tomato_sauce,shrimp,18d408f3ef,train
chicken,tomato_sauce,18d408f3ef,train
shallot,onion,18d60760b0,train
chicken,buttermilk,18ef5133ac,train
buttermilk,chicken,18ef5133ac,train
sour_cream,buttermilk,18ef5133ac,train
fresh_pineapple,crushed_pineapple,18efdb2aa2,val
cheese,red_bean_paste,18f012513c,train
chayotes,seed,18f4458abd,train
cream_cheese,pizza_cheese,18f608e237,train
ammonia,water,18f6ae5e7f,train
maple_syrup,maple_sugar,18ff90c072,train
butter_bud,oil,18ffecf9e5,train
butter_bud,flax_seed,18ffecf9e5,train
cooky,butter,1900bcb43b,test
veal,chicken,19048ecb96,train
pecan,hazelnut,19058f8a00,val
macadamia_nut,pecan,19058f8a00,val
oil,butter,1920395eb3,train
shrimp,crab,19282eef5b,train
chicken,shrimp,19282eef5b,train
romaine_lettuce,chicken,19282eef5b,train
flour_tortilla,corn,19282eef5b,train
water,milk,192b9c0744,train
boysenberry,blueberry,192cc7611a,train
boysenberry,orange,192cc7611a,train
chicken_bouillon,chicken_broth,192e0078d0,train
cider,beer,194cb15c6e,train
beer,cider,194cb15c6e,train
vanilla_extract,peppermint_extract,1950b905e0,train
pecan,butter,195865487c,val
syrup,pecan,195865487c,val
pie_filling,fresh_fruit,19606ccd1b,train
orange_juice,pineapple,19693b9543,train
water,orange_juice,19693b9543,train
lemon,water,19693b9543,train
lime_juice,lemon,19693b9543,train
oregano,seasoning,196a89bc75,train
rosemary,oregano,196a89bc75,train
chicken,ground_sausage,196caf9eb6,train
ground_sausage,salmon,196caf9eb6,train
salmon,asparagus,196caf9eb6,train
ouzo,liquor,196caf9eb6,train
liquor,vodka,196caf9eb6,train
flour,orange_extract,196f49b9eb,train
chocolate_chip,raspberry,1971fc4ec6,train
raisin,chocolate_chip,1971fc4ec6,train
dried_cranberry,raisin,1971fc4ec6,train
dried_cherry,dried_cranberry,1971fc4ec6,train
brown_rice,beef,1975eb55c2,train
milk,water,1980399863,test
basil,dried_oregano,1981b58d44,train
balsamic_vinegar,wine_vinegar,1988be1e98,train
roast,coffee,198ad48001,train
barley,roast,198ad48001,train
pear,dried_peach,198ddaf969,train
apricot,pear,198ddaf969,train
chicken,cooked_chicken,199869adc6,val
ice_cream,fruit,199e5f8ed0,train
whole_chicken,chicken_breast,19a392ddbf,train
dried_cranberry,dried_cherry,19a3f87130,train
dried_cherry,raisin,19a3f87130,train
raisin,golden_raisin,19a3f87130,train
walnut,almond,19a3f87130,train
almond,hazelnut,19a3f87130,train
hazelnut,pine_nut,19a3f87130,train
tarragon,thyme,19a541949e,test
coconut,date_sugar,19aeb2e802,train
chinese_cabbage,vegetable,19b5d68041,train
chicken,chinese_cabbage,19b5d68041,train
lemon_juice,vinegar,19b806b94f,train
pine_nut,almond,19c2ffcb43,train
olive_oil,bread,19c2ffcb43,train
water,olive_oil,19c2ffcb43,train
bread,potato,19c2ffcb43,train
chickpea,bread,19c2ffcb43,train
egg,roll,19c7bf9491,train
roll,egg,19c7bf9491,train
tortilla_chip,cheese,19d21ed335,train
cracker,tortilla_chip,19d21ed335,train
water,chicken_broth,19d40c687b,train
fresh_jalapeno,green_chilies,19d6e507b0,val
lemon_zest,almond_extract,19ddcc1afa,train
vanilla_extract,lemon_zest,19ddcc1afa,train
vanilla,raspberry_extract,19ddcc1afa,train
creme_anglaise,coffee,19df20002d,train
coffee_bean,creme_anglaise,19df20002d,train
coconut_milk,soup,19ea849c64,train
water,coconut_milk,19ea849c64,train
lemon_zest,parmesan_cheese,19ebd1f265,test
sugar,honey,19ee1cee9b,train
crab,shrimp,19f0838e99,train
tuna,crab,19f0838e99,train
lamb,pork,19f17f2f00,train
vegetable,lamb,19f17f2f00,train
pork,sausage,19f75120f6,train
curry,garam_masala,19fb153e5a,train
caramel,hard_candy,19febefe4b,val
nut,coconut,1a04b7cfd7,train
oat,nut,1a04b7cfd7,train
cajun_seasoning,sugar,1a07e0409e,train
black_pepper,cajun_seasoning,1a07e0409e,train
cayenne_pepper,black_pepper,1a07e0409e,train
crab,jumbo_lump_crab_meat,1a0d92aa4f,train
meat,crab,1a0d92aa4f,train
cooked_ham,ham,1a152c5898,train
carrot,bean,1a152c5898,train
sweet_pepper,carrot,1a152c5898,train
green_onion,dried_dill,1a152c5898,train
anchovy,bacon,1a1b7a552e,val
cauliflower,broccoli,1a1b7a552e,val
margarine,vegetable_stock,1a1ecf07d3,test
chicken_broth,margarine,1a1ecf07d3,test
butter,chicken_broth,1a1ecf07d3,test
herbsaint,pernod,1a2316a3f2,train
pecan_half,pecan,1a25ef939d,train
roasted_garlic,oil,1a322ee145,train
aioli,roasted_garlic,1a322ee145,train
walnut,chocolate_chip,1a3329e477,train
orange_juice,coffee,1a40bb91c5,train
cupcake,cake,1a410a3fad,test
pork,chicken,1a471405cc,train
milk,buttermilk,1a4a8e648f,train
white_vinegar,milk,1a4a8e648f,train
lemon_juice,white_vinegar,1a4a8e648f,train
broth,shrimp,1a4b73d6a1,train
heavy_cream,broth,1a4b73d6a1,train
steak,orange_slice,1a4d551364,train
kosher_salt,salt,1a6628a463,train
custard,vanilla,1a68eed1fb,train
ice_cream,custard,1a68eed1fb,train
frosting,ice_cream,1a68eed1fb,train
cream,frosting,1a68eed1fb,train
pancake,banana,1a69d14306,train
potato,cooked_rice,1a6fbe9050,val
roll,buttermilk,1a7231085f,train
canned_pumpkin,buttermilk,1a7231085f,train
fat,cream_cheese,1a7a76c6dc,train
cream_cheese,fat,1a7a76c6dc,train
sour_cream,fat,1a7a76c6dc,train
fat,sour_cream,1a7a76c6dc,train
lime_juice,sour_cream,1a7b581c34,train
tomato_paste,lime_juice,1a7b581c34,train
liquid,beer,1a7e778ec8,test
water,liquid,1a7e778ec8,test
milk,water,1a7e778ec8,test
squash,sugar_pumpkin,1a8118c21f,train
water,warm_water,1a944b3ddf,train
chicken,bacon,1a98b50b1c,train
spaghetti,biscuit,1a9a4c7d54,val
garlic,spaghetti,1a9a4c7d54,val
french_bread,garlic,1a9a4c7d54,val
sage,dill,1aa5bad630,train
water,broth,1aace3de8d,val
bouillon_cube,water,1aace3de8d,val
bacon,ham,1aafb714d0,train
pudding,pie_filling,1ab99493bd,val
pie_filling,pudding,1ab99493bd,val
raisin,crunchy_peanut_butter,1ab9de8b50,train
prawn,fish,1ab9e4b5cf,train
chicken,turkey,1ac1c7cc53,train
lamb,chicken,1ac29cb121,test
oil,olive_oil,1ac74dfb2d,val
anchovy,hard_boiled_egg,1ad3a3d3d2,train
cream_cheese,water_chestnut,1ad8b81bc4,train
lettuce,cream_cheese,1ad8b81bc4,train
fryer,fat,1adcc20e1c,val
toast,fryer,1adcc20e1c,val
chile,toast,1adcc20e1c,val
water,spaghetti,1ae55342c0,test
onion,pickle,1ae6639c2e,train
salmon,trout,1ae98a2b70,train
trout,orange,1ae98a2b70,train
vinegar,french_dressing,1af7605c6d,train
cream_cheese,vinegar,1af7605c6d,train
ketchup,cream_cheese,1af7605c6d,train
roll,egg,1b02b70858,test
flour_tortilla,roll,1b02b70858,test
flour,whole_wheat_pastry_flour,1b06b279f9,train
whole_wheat_pastry_flour,barley_flour,1b06b279f9,train
dried_fruit,chocolate_chip,1b06b279f9,train
nut,fig,1b17053e4b,train
bread,nut,1b17053e4b,train
fig,bread,1b17053e4b,train
date,fig,1b17053e4b,train
lemon_juice,lime_juice,1b17093b9c,train
lemon_juice,orange_juice,1b17093b9c,train
tarragon,lemon_juice,1b17093b9c,train
parsley,tarragon,1b17093b9c,train
water,stock,1b19ca964c,test
fresh_spinach,frozen_spinach,1b205a29b8,train
milk,flour,1b211f9a15,train
egg,milk,1b211f9a15,train
oregano,egg,1b211f9a15,train
salt,oregano,1b211f9a15,train
tuna,smoked_salmon,1b36d19703,train
cool_whip,whipped_cream,1b3be952b0,test
oyster_sauce,soy_sauce,1b4228e4ea,test
tomato,parmesan_cheese,1b49cf3c4e,test
curry,salt,1b4f3577f4,train
cumin,curry,1b4f3577f4,train
turmeric,cumin,1b4f3577f4,train
cake_flour,pancake_mix,1b50e98bd0,test
lemon_juice,vanilla_essence,1b50e98bd0,test
butterscotch_chip,cookie,1b55d4ce48,train
mayonnaise,yogurt,1b57175631,train
creme_fraiche,mayonnaise,1b57175631,train
peppermint,candy_cane,1b62ab3630,train
bread,pita_bread,1b7a910bbf,train
lemon_juice,vinegar,1b82418969,train
turkey,ground_chicken,1b86b534a6,train
pork,turkey,1b86b534a6,train
salt,garlic_salt_with_parsley,1b9109049b,test
strawberry,raspberry,1b91fede72,train
blueberry,peach,1b91fede72,train
honey,pure_maple_syrup,1b935e678d,test
agave_syrup,honey,1b935e678d,test
espresso_powder,water,1b935e678d,test
vanilla_powder,cinnamon,1b96510458,train
pork,ground_turkey,1b9920a468,train
fat,pork,1b9920a468,train
parsley,cilantro,1b9a8171f5,test
cayenne,parsley,1b9a8171f5,test
black_pepper,butter,1b9e5caf5c,val
black_pepper,caraway_seed,1b9e5caf5c,val
chocolate,peanut,1ba3047168,train
peanut,frosting,1ba3047168,train
frosting,peanut_butter,1ba3047168,train
bacon_fat,mushroom,1ba33a4628,val
extra_virgin_olive_oil,bacon_fat,1ba33a4628,val
mushroom,extra_virgin_olive_oil,1ba33a4628,val
butterscotch_chip,semisweet_chocolate_chip,1ba3fb8233,train
peanut_butter_chip,butterscotch_chip,1ba3fb8233,train
white_chocolate_chip,peanut_butter_chip,1ba3fb8233,train
sour_cream,oil,1bac1bc2ff,train
soup,lotus_seed,1bae3d228d,val
strawberry,cream,1baf9d4b0e,train
cream,orange_juice,1baf9d4b0e,train
orange_juice,strawberry,1baf9d4b0e,train
peach,cream,1baf9d4b0e,train
water,orange_juice,1bb13b0c20,train
ketchup,parsley,1bb2b033e2,train
water,ketchup,1bb2b033e2,train
soy_sauce,water,1bb2b033e2,train
yellow_onion,bread,1bb6d8dcd3,train
scallion,yellow_onion,1bb6d8dcd3,train
ground_beef,bean,1bc0eaae29,train
sirloin,ground_beef,1bc0eaae29,train
nut,peanut,1bc36a396c,train
hazelnut,nut,1bc36a396c,train
peanut_butter,chocolate_chip,1bcbe96fbf,train
chocolate_chip,peanut_butter,1bcbe96fbf,train
sweet_potato,acorn_squash,1bd03c356e,train
